image_url,caption_title_and_reference_description,cleaned_caption
https://upload.wikimedia.org/wikipedia/commons/5/56/C-40A_Clipper_VR-59_041127-N-4518M-007_US_Navy.jpg,Boeing C-40 Clipper [SEP] ,Boeing C40 Clipper
https://upload.wikimedia.org/wikipedia/commons/f/fa/Zakurozaka.jpg,"Mita, Minato, Tokyo [SEP] ",Mita Minato Tokyo
https://upload.wikimedia.org/wikipedia/commons/b/b0/Valentine%27s_day_cupcakes.jpg,Valentine's Day [SEP] Valentine's Day themed bouquet of cupcakes,Valentines Day Valentines Day themed bouquet of cupcakes
https://upload.wikimedia.org/wikipedia/commons/2/2e/Borito_drognaplo.jpg,Viktor Kubiszyn [SEP] Drognapló,Viktor Kubiszyn Drognapl
https://upload.wikimedia.org/wikipedia/commons/3/36/Salamandrella_keyserlingii2.PNG,Salamandrella [SEP] ,Salamandrella
https://upload.wikimedia.org/wikipedia/commons/0/09/PBB_GE_TSFM_214331_at_fs.png,TSFM [SEP] ,TSFM
https://upload.wikimedia.org/wikipedia/commons/4/41/20081003_Obere_Schleuse_Hinterhermsdorf-001.jpg,Obere Schleuse [SEP] The boat station on the Obere Schleuse,Obere Schleuse The boat station on the Obere Schleuse
https://upload.wikimedia.org/wikipedia/commons/4/40/Still_Water_sculpture%2C_Marble_Arch%2C_London.jpg,Nic Fiddian-Green [SEP] Still Water,Nic FiddianGreen Still Water
https://upload.wikimedia.org/wikipedia/commons/1/14/D.S._Barry_LCCN2014702296.jpg,David S. Barry [SEP] ,David S Barry
https://upload.wikimedia.org/wikipedia/commons/b/ba/European_Battle_Group_Excercise_140222-A-OO646-099.jpg,"EUBG 2014 II [SEP] Dutch artillery exercise during ""Rampant Lion"".",EUBG 2014 II Dutch artillery exercise during Rampant Lion
https://upload.wikimedia.org/wikipedia/commons/b/b0/Northstar_Line_cab_car_MNRX_604.jpg,Control car [SEP] ,Control car
https://upload.wikimedia.org/wikipedia/commons/d/d4/Sand-crab-ovalipes-australiensis-397517-large.jpg,Ovalipes australiensis [SEP] ,Ovalipes australiensis
https://upload.wikimedia.org/wikipedia/commons/e/ef/La_Farinata_di_ceci.jpg,Albenga [SEP] Farinata,Albenga Farinata
https://upload.wikimedia.org/wikipedia/commons/f/f6/BH002_Allotinus_horsfieldi.jpg,Allotinus horsfieldi [SEP] Illustration from Fauna of British India - Butterflies,Allotinus horsfieldi Illustration from Fauna of British India Butterflies
https://upload.wikimedia.org/wikipedia/commons/1/15/Melissa_Reese_Composer_Recording_Artist.JPG,Melissa Reese [SEP] Melissa Reese in 2012.,Melissa Reese Melissa Reese in 2012
https://upload.wikimedia.org/wikipedia/commons/a/a3/Jewish_market_day%2C_Kensington_Avenue%2C_1924.jpg,"Kensington Market [SEP] Jewish market day on Kensington Avenue, c. 1924. During the early-20th century, the area became populated by eastern European Jewish and Italian immigrants.",Kensington Market Jewish market day on Kensington Avenue c 1924 During the early20th century the area became populated by eastern European Jewish and Italian immigrants
http://upload.wikimedia.org/wikipedia/commons/4/41/Servais_Knaven.jpg,Servais Knaven [SEP] ,Servais Knaven
https://upload.wikimedia.org/wikipedia/commons/1/1f/My_classmates.JPG,Sinenjongo High School [SEP] Learners studying in Sinenjongo High School,Sinenjongo High School Learners studying in Sinenjongo High School
http://upload.wikimedia.org/wikipedia/commons/d/d6/FourTops1967.jpg,"1960s in music [SEP] Motown's the Four Tops performing in New Rochelle, New York, 1967",1960s in music Motowns the Four Tops performing in New Rochelle New York 1967
https://upload.wikimedia.org/wikipedia/commons/2/28/IDF_Navy_aluf.png,Eli Sharvit [SEP] ,Eli Sharvit
http://upload.wikimedia.org/wikipedia/commons/5/57/Wm_White_House_Taunton.jpg,William L. White Jr. House [SEP] ,William L White Jr House
https://upload.wikimedia.org/wikipedia/commons/1/10/St_andrews_chew_magna.JPG,Grade I listed buildings in Bath and North East Somerset [SEP] ,Grade I listed buildings in Bath and North East Somerset
https://upload.wikimedia.org/wikipedia/commons/2/23/NoviBG_Nov30_2005.jpg,New Belgrade [SEP] New Belgrade seen from Kalemegdan,New Belgrade New Belgrade seen from Kalemegdan
https://upload.wikimedia.org/wikipedia/commons/7/7a/Empty_paper_towel_shelves%2C_CVS%2C_Valdosta.jpg,COVID-19 pandemic in Georgia (U.S. state) [SEP] An empty aisle of shelving after widespread panic buying of paper towels at a CVS in Valdosta,COVID19 pandemic in Georgia US state An empty aisle of shelving after widespread panic buying of paper towels at a CVS in Valdosta
https://upload.wikimedia.org/wikipedia/commons/b/b8/Stj%C3%A4rnsunds_stora_herrg%C3%A5rd.jpg,Listed buildings in Dalarna County [SEP] ,Listed buildings in Dalarna County
http://upload.wikimedia.org/wikipedia/commons/d/dc/Minatofuji_2010.JPG,Minatofuji Takayuki [SEP] ,Minatofuji Takayuki
https://upload.wikimedia.org/wikipedia/commons/3/39/Haverthwaite_railway_station_%286932%29.jpg,Haverthwaite railway station [SEP] The station in 2014,Haverthwaite railway station The station in 2014
https://upload.wikimedia.org/wikipedia/commons/b/b9/RayleighMethodistChurch.jpg,"Rayleigh, Essex [SEP] Rayleigh Methodist Church",Rayleigh Essex Rayleigh Methodist Church
https://upload.wikimedia.org/wikipedia/commons/e/ed/Artists.MTV_logo.jpeg,MTV Artists Platform [SEP] ,MTV Artists Platform
https://upload.wikimedia.org/wikipedia/commons/e/e4/Monumentul_statuar_%22Drago%C5%9F_Vod%C4%83_%C5%9Fi_Zimbrul%22.jpg,"Dragoș, Voivode of Moldavia [SEP] Dragoș and the aurochs (monument in Câmpulung Moldovenesc)",Drago Voivode of Moldavia Drago and the aurochs monument in Cmpulung Moldovenesc
https://upload.wikimedia.org/wikipedia/commons/0/0a/Statue_of_hideyo_noguchi_in_ueno.jpg,Ueno Park [SEP] ,Ueno Park
https://upload.wikimedia.org/wikipedia/commons/c/c3/Museum_Senkenberg_G%C3%B6rlitz-177.jpg,"Museum of Natural History, Görlitz [SEP] Preparation time for this Exponat: two years",Museum of Natural History Grlitz Preparation time for this Exponat two years
https://upload.wikimedia.org/wikipedia/commons/4/47/Marie_Terezie_%28seri%C3%A1l%29_%2813%29.jpg,Maria Theresia (2017 film) [SEP] ,Maria Theresia 2017 film
https://upload.wikimedia.org/wikipedia/commons/2/27/The_Townley_Venus_-_British_Museum.jpg,Townley Venus [SEP] The Townley Venus on display in the British Museum.,Townley Venus The Townley Venus on display in the British Museum
https://upload.wikimedia.org/wikipedia/commons/1/1c/Darrick_martin_crpd.jpg,Darrick Martin [SEP] ,Darrick Martin
https://upload.wikimedia.org/wikipedia/commons/2/21/Pierre-Auguste_Renoir%2C_Le_Moulin_de_la_Galette.jpg,"Impressionism [SEP] Pierre-Auguste Renoir, Dance at Le Moulin de la Galette (Bal du moulin de la Galette), 1876, Musée d'Orsay, one of Impressionism's most celebrated masterpieces.[2]",Impressionism PierreAuguste Renoir Dance at Le Moulin de la Galette Bal du moulin de la Galette 1876 Muse dOrsay one of Impressionisms most celebrated masterpieces
https://upload.wikimedia.org/wikipedia/commons/b/bc/Samuel_Raddon_House_Park_City_Utah.jpeg,"National Register of Historic Places listings in Summit County, Utah [SEP] ",National Register of Historic Places listings in Summit County Utah
https://upload.wikimedia.org/wikipedia/commons/a/ae/Troy_Baker_SDCC_2019_%2848378614692%29_%28cropped%29.jpg,Troy Baker [SEP] Baker at the 2019 San Diego Comic-Con,Troy Baker Baker at the 2019 San Diego ComicCon
https://upload.wikimedia.org/wikipedia/commons/c/cc/MF_77_interieur_renove.jpg,MF 77 [SEP] ,MF 77
https://upload.wikimedia.org/wikipedia/commons/2/23/%E6%A7%B2%E8%95%A8.jpg,Aglaomorpha fortunei [SEP] ,Aglaomorpha fortunei
https://upload.wikimedia.org/wikipedia/commons/9/90/1950%27s_ssm_bus.jpg,Sault Ste. Marie Transit Services [SEP] ,Sault Ste Marie Transit Services
https://upload.wikimedia.org/wikipedia/commons/1/17/Titaea_tamerlan_amazonensis.jpg,Arsenurinae [SEP] ,Arsenurinae
https://upload.wikimedia.org/wikipedia/commons/6/64/Conspicuous_Sea_Cucumber%2C_Coconut_Island%2C_Hawaii.JPG,"Sea cucumber [SEP] Conspicuous Sea Cucumber, Coconut Island, Hawaii",Sea cucumber Conspicuous Sea Cucumber Coconut Island Hawaii
https://upload.wikimedia.org/wikipedia/commons/3/39/Enthroned_deity_MET_DP137934.jpg,Canaan [SEP] Enthroned deity; 14-13th century BC; bronze and gold foil; height: 12.7 cm; Metropolitan Museum of Art (New York City),Canaan Enthroned deity 1413th century BC bronze and gold foil height 127 cm Metropolitan Museum of Art New York City
http://upload.wikimedia.org/wikipedia/commons/a/a4/Slalominvalids.JPG,"Freestyle slalom skating [SEP] Freestyle skaters in action at Les Invalides, Paris",Freestyle slalom skating Freestyle skaters in action at Les Invalides Paris
http://upload.wikimedia.org/wikipedia/commons/f/f3/Eleuterio_Maisonnave.jpg,Eleuterio Maisonnave y Cutayar [SEP] Eleuterio Maisonnave,Eleuterio Maisonnave y Cutayar Eleuterio Maisonnave
https://upload.wikimedia.org/wikipedia/commons/5/55/Chopin_nocturne_op15_3a.png,"Nocturnes, Op. 15 (Chopin) [SEP] The opening bars of No. 3 in G minor.",Nocturnes Op 15 Chopin The opening bars of No 3 in G minor
https://upload.wikimedia.org/wikipedia/commons/2/2f/PazyrikHorseman.JPG,"Ukok Plateau [SEP] Horseman, Pazyryk felt artifact, c. 300 BC",Ukok Plateau Horseman Pazyryk felt artifact c 300 BC
https://upload.wikimedia.org/wikipedia/commons/8/8d/Jean-Richard_Bloch_-_signature.JPG,Jean-Richard Bloch [SEP] Jean-Richard Bloch signature,JeanRichard Bloch JeanRichard Bloch signature
https://upload.wikimedia.org/wikipedia/commons/c/c9/Powers-boothe-zumawirewestphotos963564.jpg,1948 [SEP] Powers Boothe,1948 Powers Boothe
https://upload.wikimedia.org/wikipedia/commons/3/3d/Spears_House.JPG,"National Register of Historic Places listings in Faulkner County, Arkansas [SEP] ",National Register of Historic Places listings in Faulkner County Arkansas
https://upload.wikimedia.org/wikipedia/commons/2/20/Phipps_Conservatory_winter_2015_Broderie_Room.jpg,Phipps Conservatory and Botanical Gardens [SEP] The Broderie Room during the winter show.,Phipps Conservatory and Botanical Gardens The Broderie Room during the winter show
https://upload.wikimedia.org/wikipedia/commons/9/96/Anciennes_provinces_Centre-Val_de_Loire.png,Centre-Val de Loire [SEP] Old provinces that form the present region.,CentreVal de Loire Old provinces that form the present region
https://upload.wikimedia.org/wikipedia/commons/d/d5/Milsuite-application-logos.jpg,MilSuite [SEP] Individual icons for milSuite and its five major applications.,MilSuite Individual icons for milSuite and its five major applications
https://upload.wikimedia.org/wikipedia/commons/2/27/Artist%27s_reconstruction_of_Bis_sa%27ani_Pueblo%2C_c._1150_CE.png,"Bis sa'ani [SEP] Artist's reconstruction of Bis sa'ani, c. 1150 CE. Casa Hormiga, Casa Quemada, and South House kiva (l. to r.); vertical height of retaining walls approximately 26 feet (7.9 m)",Bis saani Artists reconstruction of Bis saani c 1150 CE Casa Hormiga Casa Quemada and South House kiva l to r vertical height of retaining walls approximately 26 feet 79 m
https://upload.wikimedia.org/wikipedia/commons/8/8c/Karachi_rioting_aftermath.jpg,"Assassination of Benazir Bhutto [SEP] Burned buildings with broken windows in Karachi, following rioting",Assassination of Benazir Bhutto Burned buildings with broken windows in Karachi following rioting
https://upload.wikimedia.org/wikipedia/commons/0/00/Miranda_Cicognani_1960b.jpg,Miranda Cicognani [SEP] Miranda Cicognani at the 1960 Olympics,Miranda Cicognani Miranda Cicognani at the 1960 Olympics
https://upload.wikimedia.org/wikipedia/commons/e/ee/Lignin_structure.svg,"Lignin [SEP] An example of a possible lignin structure. The portion shown here (not counting the side chain denoted ""Carbohydrate"") has 28 monomers (mostly coniferyl alcohol), 278 carbon atoms, 407 hydrogen atoms, and 94 oxygen atoms (64% carbon, 8% hydrogen, and 29% oxygen by weight) higher hydrogen content than in the aspen lignin example described below.",Lignin An example of a possible lignin structure The portion shown here not counting the side chain denoted Carbohydrate has 28 monomers mostly coniferyl alcohol 278 carbon atoms 407 hydrogen atoms and 94 oxygen atoms 64 carbon 8 hydrogen and 29 oxygen by weight higher hydrogen content than in the aspen lignin example described below
https://upload.wikimedia.org/wikipedia/commons/9/90/MocheBeardedMen.jpg,"Beard [SEP] Moche ceramic vessels representing bearded men, Larco Museum Collection, Lima, Peru.",Beard Moche ceramic vessels representing bearded men Larco Museum Collection Lima Peru
https://upload.wikimedia.org/wikipedia/commons/9/98/Station_Koog-Zaandijk.jpg,List of busiest railway stations in the Netherlands [SEP] ,List of busiest railway stations in the Netherlands
https://upload.wikimedia.org/wikipedia/commons/5/5f/Afton%2C_Wyoming%2C_Home_of_Olympic_Wrestling_Champion_Rulon_Gardner_%282484746382%29.jpg,"Rulon Gardner [SEP] Gardner's win over Russian Alexander Karelin ""shocked the wrestling world."" After defeating Karelin, who was previously undefeated in 13 years, he became a local hero in his hometown of Afton, Wyoming.",Rulon Gardner Gardners win over Russian Alexander Karelin shocked the wrestling world After defeating Karelin who was previously undefeated in 13 years he became a local hero in his hometown of Afton Wyoming
https://upload.wikimedia.org/wikipedia/commons/e/e7/Jose_de_la_Riva_Aguero_y_Osma.jpg,José de la Riva-Agüero y Osma [SEP] ,Jos de la RivaAgero y Osma
https://upload.wikimedia.org/wikipedia/commons/9/9e/Sam_Gilliam_speaking%2C_2018.png,"Sam Gilliam [SEP] Sam Gilliam speaking at AU Katzen Arts Center, 2018",Sam Gilliam Sam Gilliam speaking at AU Katzen Arts Center 2018
https://upload.wikimedia.org/wikipedia/commons/6/63/Elefant_der_Bastille.jpg,"History of Paris [SEP] The Elephant of the Bastille, a fountain with a giant bronze elephant begun by Napoleon I in 1810, but never completed.",History of Paris The Elephant of the Bastille a fountain with a giant bronze elephant begun by Napoleon I in 1810 but never completed
https://upload.wikimedia.org/wikipedia/commons/3/3e/Paris_-_Panth%C3%A9on.jpg,Panthéon [SEP] A view of the Panthéon from Tour Montparnasse,Panthon A view of the Panthon from Tour Montparnasse
http://upload.wikimedia.org/wikipedia/commons/e/e4/CeramicWaterFilter.jpg,Ceramic water filter [SEP] A Victorian ceramic water filter,Ceramic water filter A Victorian ceramic water filter
https://upload.wikimedia.org/wikipedia/commons/6/68/Bottle_cap_-_246.png,G. Schneider & Sohn [SEP] ,G Schneider Sohn
https://upload.wikimedia.org/wikipedia/commons/5/53/Austronesian_maritime_trade_network_in_the_Indian_Ocean.png,Spice trade [SEP] Austronesian proto-historic and historic maritime trade network in the Indian Ocean[8],Spice trade Austronesian protohistoric and historic maritime trade network in the Indian Ocean
https://upload.wikimedia.org/wikipedia/commons/f/fa/Abydos_KL_07-17_n56.jpg,List of pharaohs [SEP] ,List of pharaohs
https://upload.wikimedia.org/wikipedia/commons/6/61/Bulgaria_Kalotina_passport_stamp.jpg,Passport stamp [SEP] ,Passport stamp
https://upload.wikimedia.org/wikipedia/commons/2/27/Bundesarchiv_Bild_102-03591A%2C_Berlin%2C_Appell_der_%22Pimpfe%22.jpg,"Deutsches Jungvolk [SEP] Deutsches Jungvolk recruits line up for roll call at a rally in Berlin, in 1934",Deutsches Jungvolk Deutsches Jungvolk recruits line up for roll call at a rally in Berlin in 1934
https://upload.wikimedia.org/wikipedia/commons/6/67/Kargil_sunset.jpg,Kargil district [SEP] ,Kargil district
http://upload.wikimedia.org/wikipedia/commons/d/d7/Genovese-Coat-Of-Arms.jpg,Genovese [SEP] Genovese Coat of Arms,Genovese Genovese Coat of Arms
https://upload.wikimedia.org/wikipedia/commons/6/63/Canadian_Soldiers_Juno_Beach_Town.jpg,Ken Bell [SEP] ,Ken Bell
https://upload.wikimedia.org/wikipedia/commons/0/0f/Presentation_of_Yapese_stone_money_for_FSM_inauguration.jpg,Rai stones [SEP] ,Rai stones
https://upload.wikimedia.org/wikipedia/commons/e/e1/Ponte_degli_Scalzi_-_Venice_-_2016_%282%29.jpg,List of bridges in Venice [SEP] ,List of bridges in Venice
http://upload.wikimedia.org/wikipedia/commons/2/29/Gligoric_1961_Oberhausen.jpg,Svetozar Gligorić [SEP] Gligorić at Oberhausen 1961,Svetozar Gligori Gligori at Oberhausen 1961
https://upload.wikimedia.org/wikipedia/commons/f/f4/Pedro_Guevara_1923.jpg,Pedro Guevara [SEP] ,Pedro Guevara
https://upload.wikimedia.org/wikipedia/commons/6/65/Early_archosauromorph_interclavicles.png,Tasmaniosaurus [SEP] The interclavicle of Tasmaniosaurus (A) compared to that of Prolacerta (B) and Proterosuchus (C).,Tasmaniosaurus The interclavicle of Tasmaniosaurus A compared to that of Prolacerta B and Proterosuchus C
https://upload.wikimedia.org/wikipedia/commons/a/aa/Pelsart_Group.jpg,Gun Island [SEP] ,Gun Island
https://upload.wikimedia.org/wikipedia/commons/a/af/John_William_Davis.jpg,1924 United States presidential election in North Carolina [SEP] ,1924 United States presidential election in North Carolina
https://upload.wikimedia.org/wikipedia/commons/b/b3/Ribakov_r_b.jpg,Rostislav Rybakov [SEP] Rostislav Rybakov in 2009,Rostislav Rybakov Rostislav Rybakov in 2009
https://upload.wikimedia.org/wikipedia/commons/a/ae/SEIIITeam800H.jpg,"American Solar Challenge [SEP] Cal State LA's Solar Eagle III, winner of Sunrayce USA in 1997.",American Solar Challenge Cal State LAs Solar Eagle III winner of Sunrayce USA in 1997
https://upload.wikimedia.org/wikipedia/commons/e/e9/Loreto_D._Tupaz_Hall.jpg,"Evangelicalism [SEP] College of Nursing, Central Philippine University, affiliated with the Convention of Philippine Baptist Churches, in Iloilo City, 2018",Evangelicalism College of Nursing Central Philippine University affiliated with the Convention of Philippine Baptist Churches in Iloilo City 2018
http://upload.wikimedia.org/wikipedia/commons/8/89/BorisGelfandSicilianDefence.jpg,"Israel [SEP] Boris Gelfand, chess Grandmaster",Israel Boris Gelfand chess Grandmaster
https://upload.wikimedia.org/wikipedia/commons/5/5b/La_Plata_County_Courthouse.JPG,List of courthouses in the United States [SEP] ,List of courthouses in the United States
